_id,SYS_ID,APPLICATION_TYPE,IN_DATE,PLANNING_DISTRICT,WARD,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,REFERENCE_FILE,SUB_TYPE,WORK_TYPE,ZONING_REVIEW,ZONING_DESIGNATION,COMMUNITY,EMPLOYMENT_DISTRICT,DESCRIPTION,HEARING_DATE,TIME_OF_MEETING,MEETING_LOCATION,C_OF_A_DESCISION,ANYONE_OBJECT_AT_MEETING,APPEAL_EXPIRY_DATE,OMB_ORDER_DATE,OMB_DESCISION,NUMBER_OF_LOTS_CREATED,CONDITION_EXPIRY_DATE,STATUSDESC
1866895,5039915,CO,2021-12-22,North York,16,48,CHATFIELD,DR, ,   ,B0007/22NY,NA,Sever Lot,Zoning Waiver,RD (f15.0; a550) x5.(ZZC),North York,NA,To obtain consent to sever the property into two residential lots.,"May 26, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jun 22, 2022",NA,NA,2,NA,TLAB Appeal
1866896,5040246,MV,2021-12-22,North York,15,9,DONWOODS,DR, ,M4N,A0898/21NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD/R3 [ZZC],North York,NA,To construct a new dwelling.,"Mar 8, 2022",1:30 p.m.,Virtual Hearing,Refused,NA,"Mar 28, 2022",NA,NA,NA,NA,TLAB Appeal
1866897,5041515,CO,2021-12-29,Etobicoke York,03,29,BRADFIELD,AVE, ,M8Z,B0001/22EYK,NA,Sever Lot,Zoning Waiver,RD (ZR),NA,NA,NA,NA,1:00 p.m.,Virtual Hearing,NA,NA,NA,NA,NA,NA,NA,Accepted
1866898,5041516,MV,2021-12-29,Etobicoke York,03,29,BRADFIELD,AVE, ,M8Z,A0004/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Waiver,RD (ZR),NA,NA,NA,NA,1:00 p.m.,Virtual Hearing,NA,NA,NA,NA,NA,NA,NA,Accepted
1866899,5041518,MV,2021-12-29,Etobicoke York,03,29,BRADFIELD,AVE, ,M8Z,A0005/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Waiver,RD (ZR),NA,NA,NA,NA,1:00 p.m.,Virtual Hearing,NA,NA,NA,NA,NA,NA,NA,Accepted
1866900,5042172,MV,2021-12-31,Toronto East York,10,230,NIAGARA,ST, ,M6J,A0036/22TEY,All Other,Other,Zoning Waiver,R (d1.0) (x869) (Waiver),Toronto,NA,To construct a new three-storey commercial office building. ,"Apr 13, 2022",2:00 p.m.,Virtual Hearing,Refused,NA,"May 3, 2022",NA,NA,NA,NA,OMB Appeal
1866901,5042898,MV,2022-01-04,Toronto East York,11,163,MACPHERSON,AVE, ,M5R,A0022/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,R (f5.0; d0.6) (ZZC),Toronto,NA,"To construct a two-storey detached ancillary building (containing a two-car garage on the ground level and a laneway suite on the second level) in the rear yard, abutting the laneway. The existing detached garage will be demolished.","Apr 27, 2022",9:30 a.m.,Virtual Hearing,Refused,NA,"May 17, 2022",NA,NA,NA,NA,TLAB Appeal
1866902,5045372,CO,2022-01-10,North York,16,1,TALWOOD,DR, ,M3B,B0002/22NY,NA,Sever Lot,Zoning Waiver,RD (f15.0; a550) (x5) [WAV],North York,NA,To obtain consent to sever a portion of each property to create a new building lot between the two existing properties.,"Jun 23, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jul 20, 2022",NA,NA,NA,NA,TLAB Appeal
1866903,5045441,CO,2022-01-10,North York,16,3,TALWOOD,DR, ,M3B,B0003/22NY,NA,Sever Lot,Zoning Waiver,RD (f15.0; a550) (x5) [WAV],North York,NA,To obtain consent to sever a portion of each property to create a new building lot between the two existing properties.,"Jun 23, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jul 20, 2022",NA,NA,NA,NA,TLAB Appeal
1866904,5045443,MV,2022-01-10,North York,16,1,TALWOOD,DR, ,M3B,A0020/22NY,New Res dwellings <= 3 units,New R Building,Zoning Waiver,RD (f15.0; a550) (x5) [WAV],North York,NA,Proposal to construct a two storey detached single family dwelling with an integral garage.,"Jun 23, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jun 13, 2022",NA,NA,NA,NA,TLAB Appeal
1866905,5045446,MV,2022-01-10,North York,16,1,TALWOOD,DR, ,M3B,A0021/22NY,New Res dwellings <= 3 units,New R Building,Zoning Waiver,RD (f15.0; a550) (x5) [WAV],North York,NA,Proposal to construct a two storey detached single family dwelling with an integral garage.,"Jun 23, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jul 13, 2022",NA,NA,NA,NA,TLAB Appeal
1866906,5045448,MV,2022-01-10,North York,16,1,TALWOOD,DR, ,M3B,A0022/22NY,New Res dwellings <= 3 units,New R Building,Zoning Waiver,RD (f15.0; a550) (x5) [WAV],North York,NA,Proposal to construct a two storey detached single family dwelling with an integral garage.,"Jun 23, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jul 13, 2022",NA,NA,NA,NA,TLAB Appeal
1866907,5045617,MV,2022-01-11,North York,15,20,BUCKINGHAM,AVE, ,M4N,A0018/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f15.0; d0.35) (x1432) [ZZC],North York,NA,Proposal to construct a new 3 storey single family dwelling.,"Jul 28, 2022",2:00 p.m.,Virtual Hearing,Approved,NA,"Aug 17, 2022",NA,NA,NA,NA,TLAB Appeal
1866908,5045742,MV,2022-01-11,North York,15,55,MCBAIN,AVE, ,M4P,A0139/22NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f9.0; a275) [ZZC],North York,NA,Proposal to construct a two storey rear addition and third storey loft space above existing two-storey detached dwelling.,"May 10, 2022",10:00 a.m.,Virtual Hearing,Refused,NA,"May 30, 2022",NA,NA,NA,NA,TLAB Appeal
1866909,5046098,MV,2022-01-12,Scarborough,24,3895,LAWRENCE,AVE,E,M1G,A0009/22SC,All Other,Other,Zoning Review,Residential Apartment (RAC) & Apartment Residential (A) or Multi-Family Residential (M) Zone (ZR),Woburn Community,NA,"To convert underutilized basement and ground floor spaces into 16 residential units, a new laundry room and convert 2 parking spaces into locker storage.",NA,NA,NA,Deferred,NA,NA,NA,NA,NA,NA,Deferred
1866910,5046276,MV,2022-01-12,North York,06,20,LOWESMOOR,AVE, ,M3H,A0047/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD/R4 [ZZC],North York,NA,To construct a new dwelling.,"Mar 24, 2022",2:00 p.m.,Virtual Hearing,NA,NA,NA,NA,NA,NA,NA,Tentatively Scheduled
1866911,5046716,MV,2022-01-13,Scarborough,20,7,FERNCROFT,DR, ,M1N,A0027/22SC,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,Residential Detached (RD) & Single-Family Residential (S) Zone (W),Birchcliff Community,NA,"To construct a second storey, a two-storey rear addition and a two-storey side garage addition to the existing dwelling.","May 5, 2022",1:30 p.m.,Virtual Hearing,Approved,NA,"May 25, 2022",NA,NA,NA,NA,TLAB Appeal
1866912,5048130,MV,2022-01-17,Toronto East York,14,12,NORTHBROOK,RD, ,M4J,A0100/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD(f9.0; a280; d0.45) & R1A (ZZC),East York,NA,"To construct a new two-storey detached dwelling with an integral garage, a front porch, a rear basement walkout and deck and a rear second storey balcony. The existing one-storey detached dwelling will be demolished.","Apr 27, 2022",2:00 p.m.,Virtual Hearing,Refused,NA,"May 17, 2022",NA,NA,NA,NA,TLAB Appeal
1866913,5048627,MV,2022-01-18,Toronto East York,10,16,CROCKER,AVE, ,M6J,A0077/22TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (ZZC),Toronto,NA,"To alter the existing one-storey semi-detached dwelling by constructing a second and third storey addition with a front third level deck (that will contain a hot tub) and a rear second level deck. Also, there will be a total of three dwelling units (one within the basement, one on the ground level and one on the second and third levels).","Aug 24, 2022",4:30 p.m.,Virtual Hearing,Approved,NA,"Sep 13, 2022",NA,NA,NA,NA,TLAB Appeal
1866914,5048632,MV,2022-01-18,North York,17,22,PRESTWICK,CRES, ,M2H,A0048/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,R4 / RD  [ZZC],North York,NA,"To construct a new dwelling.  This application was deferred sine die at the Committee of Adjustment meeting held on March 23rd, 2023.","Aug 10, 2023",2:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Aug 30, 2023",NA,NA,NA,NA,Notice Prepared
1866915,5049723,MV,2022-01-20,North York,08,40,PARK HILL,RD, ,M6C,A0057/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD(f9.0; d0.6)(x1335) [ZZC],North York,NA,Proposal to construct a new two storey single family detached dwelling.,"Apr 14, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"May 4, 2022",NA,NA,NA,NA,TLAB Appeal
1866916,5049963,MV,2022-01-20,Scarborough,20,32,MARKHAM,RD, ,M1M,A0016/22SC,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,Residential Detached (RD) & Single-Family Residential (S) Zone (ZR),Scarborough Village Community,NA,"To construct two-storey addition to existing dwelling. Previous committee of adjustment hearings approved variances for front yard setbacks, floor area, building height, front yard landscaping and front porch eaves. Cross reference applications A0273/16SC & A0167/18SC.","Nov 10, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Nov 30, 2022",NA,NA,NA,NA,TLAB Appeal
1866917,5050228,MV,2022-01-21,Etobicoke York,03,483,EVANS,AVE, ,M8W,A0124/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RM & R3 (ZR),NA,NA,To construct a new detached dwelling with an attached garage.,NA,NA,NA,Deferred,NA,"Jun 26, 2024",NA,NA,NA,NA,Deferred
1866918,5050229,MV,2022-01-21,Etobicoke York,03,483,EVANS,AVE, ,M8W,A0125/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RM & R3 (ZR),NA,NA,To construct a new detached dwelling with an attached garage.,NA,NA,NA,Deferred,NA,"Jun 26, 2024",NA,NA,NA,NA,Deferred
1866919,5050230,CO,2022-01-21,Etobicoke York,03,483,EVANS,AVE, ,M8W,B0008/22EYK,NA,Sever Lot,Zoning Review,RM & R3 (ZR),NA,NA,To obtain consent to sever the property into two undersized residential lots.,NA,NA,NA,NA,NA,"Jul 4, 2024",NA,NA,NA,NA,Deferred
1866920,5051082,MV,2022-01-24,North York,15,48,TEDDINGTON PARK,AVE, ,M4N,A0094/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,R1 Z0.35 / RD  [ZZC],Toronto,NA,To construct a new dwelling.,"May 26, 2022",10:00 a.m.,Virtual Hearing,Refused,NA,"Jun 15, 2022",NA,NA,NA,NA,TLAB Appeal
1866921,5051432,MV,2022-01-24,Etobicoke York,03,31,SECOND,ST, ,M8V,A0067/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RM (ZR),NA,NA,To construct a new detached dwelling with an attached garage.,"Apr 21, 2022",1:00 p.m.,Virtual Hearing,Approved,NA,"May 11, 2022",NA,NA,NA,NA,TLAB Appeal
1866922,5051474,MV,2022-01-25,Etobicoke York,03,55,FORTY SECOND,ST, ,M8W,A0137/22EYK,All Other,Other,Zoning Review,RM (ZR),NA,NA,To convert a portion of the existing garage into usable space. ,NA,NA,NA,Deferred,NA,"Aug 3, 2022",NA,NA,NA,NA,Deferred
1866923,5051630,MV,2022-01-25,North York,06,151,FAYWOOD,BLVD, ,M3H,A0064/22NY,Add/Alt to Existing Res <= 3 units,NR Addition,Zoning Review,R4 / RD  [ZZC],North York,NA,Proposed second storey addition and new front porch.,"Apr 14, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"May 4, 2022",NA,NA,NA,NA,Await Expiry Date
1866924,5051655,MV,2022-01-25,Toronto East York,12,73,HOCKEN,AVE, ,M6G,A0127/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,R (d0.6) (ZZC),Toronto,NA,"To construct a new three-storey detached triplex with a rear basement walkout, a rear ground floor deck and rear second and third storey balconies. Also, to construct a one-storey ancillary building (detached garage) in the rear yard, abutting the laneway.",NA,NA,NA,Deferred,NA,"Jun 14, 2022",NA,NA,NA,NA,Deferred
1866925,5051691,MV,2022-01-25,North York,16,16,KESTELL,LANE, ,M3A,A0068/22NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD  [ZZC],North York,NA,"Proposed first and second storey additions, interior alterations and new balconies to existing single family dwelling","Apr 14, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"May 4, 2022",NA,NA,NA,NA,TLAB Appeal
1866926,5051981,MV,2022-01-25,Scarborough,23,208,PITFIELD,RD, ,M1S,A0032/22SC,New Res dwellings <= 3 units,New R Building,Zoning Review,Residential Detached (RD) & Single-family (S) Zone (ZR),Agincourt Community,NA,To demolish existing dwelling and to construct a new two-storey detached dwelling with a rear deck.,NA,NA,NA,Deferred,NA,NA,NA,NA,NA,NA,Deferred
1866927,5052583,MV,2022-01-27,North York,18,209,HOMEWOOD,AVE, ,M2M,A0075/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD/R4 (ZZC),North York,NA,To construct a new dwelling.,"Apr 14, 2022",2:00 p.m.,Virtual Hearing,deferred on april 14,NA,"May 4, 2022",NA,NA,NA,NA,Hearing Scheduled
1866928,5052633,MV,2022-01-27,Toronto East York,04,3106,DUNDAS,ST,W,M6P,A0169/22TEY,All Other,NR Addition,Zoning Review,CR 2.5(c1.0; r2.0)(x2220) (ZZC),Toronto,NA,To convert the existing two-storey mixed-use building (containing two commercial units on the ground floor and one residential unit on the second floor) into a three-storey mixed-use building (containing two commercial units on the ground floor and four residential units on the second and third storeys) by constructing a partial second storey addition and a complete third storey addition.,NA,NA,NA,Deferred,NA,"May 24, 2022",NA,NA,NA,NA,Deferred
1866929,5053768,MV,2022-01-31,Toronto East York,04,656,ANNETTE,ST, ,M6S,A0155/22TEY,All Other,Other,Zoning Review,CR 2.0 (c1.0; r1.5) SS2 (x1586) & MCR T2.0 C1.0 R1.5 (ZZC),Toronto,NA,"To convert the existing two-storey mixed-use building into a four-storey residential building by constructing a rear basement addition, a rear two-storey addition, and a complete two-storey addition above the existing building. The ground floor will be converted from commercial to residential uses and a total of seven residential units will be provided.","May 4, 2022",2:00 p.m.,Virtual Hearing,Approved,NA,"May 24, 2022",NA,NA,NA,NA,TLAB Appeal
1866930,5054164,MV,2022-01-31,Toronto East York,11,708,EUCLID,AVE, ,M6G,A0159/22TEY,All Other,R Addition,Zoning Review,R. (ZZC),Toronto,NA,"To convert the existing three-storey detached dwelling from three units to four units by constructing a complete third storey addition with a third storey rear balcony and a partial fourth storey addition with an accessible rooftop terrace. Also, to construct new front stairs in the front yard of the property.",NA,NA,NA,Deferred,NA,"May 24, 2022",NA,NA,NA,NA,Deferred
1866931,5054266,CO,2022-01-31,North York,15,92,ARJAY,CRES, ,M2L,B0009/22NY,NA,Sever Lot,Preliminary Project Review,R3 / RD  [ZZC],North York,NA,"To obtain consent to sever the property into two residential lots. Application numbers B0009/21NY, A0095/22NY & A0096/22NY will be considered jointly.","Jun 9, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jul 6, 2022",NA,NA,2,NA,TLAB Appeal
1866932,5054613,MV,2022-02-01,North York,15,92,ARJAY,CRES, ,M2L,A0096/22NY,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,R3 / RD  [ZZC],North York,NA,"To construct a new dwelling.    Application numbers B0009/21NY, A0095/22NY & A0096/22NY will be considered jointly.","Jun 9, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jun 29, 2022",NA,NA,NA,NA,TLAB Appeal
1866933,5054614,MV,2022-02-01,North York,15,92,ARJAY,CRES, ,M2L,A0095/22NY,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,R3 / RD  [ZZC],North York,NA,"To construct a new dwelling.   Application numbers B0009/21NY, A0095/22NY & A0096/22NY will be considered jointly.","Jun 9, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jun 29, 2022",NA,NA,NA,NA,TLAB Appeal
1866934,5054814,MV,2022-02-01,Scarborough,21,28,ASPENDALE,DR, ,M1P,A0024/22SC,New Res dwellings <= 3 units,New R Building,Zoning Review,Residential Detached (RD) and Single-Family Residential (S) Zone (ZR),Bendale Community,NA,"To demolish existing dwelling and to construct a new two storey, two-unit dwelling with a rear yard shed.",NA,NA,NA,Deferred,NA,"Apr 25, 2022",NA,NA,NA,NA,Deferred
1866935,5056030,MV,2022-02-03,North York,15,4,STRATHEDEN,RD, ,M4N,A0104/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,R3 / RD  [ZZC],North York,NA,"Proposal for a new two-storey singe family dwelling, with rear covered porch and rear pool.","Apr 28, 2022",10:00 a.m.,Virtual Hearing,NA,NA,"May 18, 2022",NA,NA,NA,NA,Hearing Scheduled
1866936,5056482,MV,2022-02-04,North York,06,28,DANBY,AVE, ,M3H,A0119/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (ZZC),North York,NA,To construct a new dwelling.,"Apr 28, 2022",2:00 p.m.,Virtual Hearing,Approved,NA,"May 18, 2022",NA,NA,NA,NA,TLAB Appeal
1866937,5056849,MV,2022-02-07,Etobicoke York,07,2922,ISLINGTON,AVE, ,M9L,A0294/22EYK,All Other,NR Addition,Zoning Review,CR (ZR),NA,NA,To replace the existing canopy with a larger canopy.,"Jul 14, 2022",9:30 a.m.,Virtual Hearing,Approved,NA,"Aug 3, 2022",NA,NA,NA,NA,Approved
1866938,5057248,MV,2022-02-07,Toronto East York,13,90,SUMACH,ST, ,M5A,A0194/22TEY,All Other,Other,Zoning Review,R3 (ZZC),NA,NA,To permit the existing balcony/terrace on the existing apartment building.,"Apr 27, 2022",4:00 p.m.,Virtual Hearing,Refused,NA,"May 17, 2022",NA,NA,NA,NA,TLAB Appeal
1866939,5057662,MV,2022-02-08,North York,18,190,WEDGEWOOD,DR, ,M2M,A0114/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD(x5) [ZZC],North York,NA,Proposal to construct a new single family dwelling with integral garage.,"Jul 14, 2022",2:00 p.m.,Virtual Hearing,Refused,NA,"Aug 3, 2022",NA,NA,NA,NA,TLAB Appeal
1866940,5058789,MV,2022-02-10,Toronto East York,12,17,AUSTIN,TER, ,M5R,A0191/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,R (f10.5; u2; d0.6) (x929) & R1S Z0.6 (ZZC),Toronto,NA,"To construct a new three-storey detached dwelling with a ground floor deck, a second floor balcony and a third floor terrace. Also, to permit a front yard parking pad. The existing two-storey dwelling will be demolished. ","May 18, 2022",2:00 p.m.,Virtual Hearing,Approved,NA,"Jun 7, 2022",NA,NA,NA,NA,Closed
1866941,5058985,CO,2022-02-10,Toronto East York,19,1450,O'CONNOR,DR, ,M4B,B0012/22TEY,NA,Sever Lot,Zoning Review,MCI (e)(H) and MCI (b)(e)(H) (ZPR),East York,NA,To obtain consent to sever the existing lot which merged on title into two lots and to reestablish easements/right-of-ways.,"Jul 6, 2022",4:30,Virtual Hearing,Approved,NA,"Aug 1, 2022",NA,NA,NA,"Jul 12, 2023",Conditional Consent
1866942,5060295,MV,2022-02-14,Toronto East York,04,42,KENNEDY PARK,RD, ,M6P,A0203/22TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R(d0.6)(x737)(ZZC),Toronto,NA,"To alter the existing building by constructing a rear ground floor deck, a front porch, a third storey addition and a rear third storey balcony.",NA,NA,NA,Deferred,NA,"Jun 28, 2022",NA,NA,NA,NA,Deferred
1866943,5061833,MV,2022-02-17,Etobicoke York,03,5,SEVENTH,ST, ,M8V,A0120/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD & R1 (ZR),NA,NA,To construct a new detached dwelling with an attached garage.,"Apr 5, 2022",9:30 a.m.,Virtual Hearing,Approved,NA,"Apr 25, 2022",NA,NA,NA,NA,Closed
1866944,5063318,MV,2022-02-23,Toronto East York,12,58,ARDWOLD,GT, ,M5R,A0251/22TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f15.0; d0.35) (x1307)(ZZC),Toronto,NA,To alter the existing two-storey detached dwelling by constructing a rear two-storey addition and rear second storey additions as well as two-storey side additions. ,"May 25, 2022",4:30,Virtual Hearing,Approved,NA,"Jun 14, 2022",NA,NA,NA,NA,TLAB Appeal
1866945,5063669,MV,2022-02-24,Etobicoke York,03,18,TWENTY FOURTH,ST, ,M8V,A0145/22EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RM (ZR),NA,NA,To construct a new detached dwelling with a detached garage in the rear yard.,"Jul 28, 2022",1:00 p.m.,Virtual Hearing,Approved,NA,"Aug 17, 2022",NA,NA,NA,NA,TLAB Appeal
1866946,5063936,MV,2022-02-24,Etobicoke York,03,22,NINTH,ST, ,M8V,A0152/22EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RM (ZR),NA,NA,To construct a second and third storey addition above the existing dwelling. ,"Apr 21, 2022",9:30 a.m.,Virtual Hearing,Approved,NA,"May 11, 2022",NA,NA,NA,NA,TLAB Appeal
1866947,5063956,MV,2022-02-24,Toronto East York,14,102,IVY,AVE, ,M4L,A0249/22TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (x741) (ZZC),Toronto,NA,To alter the existing two-and-one-half storey semi-detached dwelling by constructing a third storey addition and a front one-storey addition (partial front porch enclosure) with new front stairs.,"May 25, 2022",3:30 p.m.,Virtual Hearing,Approved,NA,"Jun 14, 2022",NA,NA,NA,NA,TLAB Appeal
1866948,5064147,MV,2022-02-25,Toronto East York,12,171,DUNVEGAN,RD, ,M5P,A0244/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f15.0; d0.35) (x1332)R1 Z0.35(ZZC),Toronto,NA,"To construct a new three-storey detached dwelling with an integral garage, a rear ground floor terrace and a rear third storey balcony.  ","May 25, 2022",2:00 p.m.,Virtual Hearing,Refused,NA,"Jun 14, 2022",NA,NA,NA,NA,TLAB Appeal
1866949,5064867,MV,2022-02-28,Toronto East York,09,627,LANSDOWNE,AVE, ,M6H,A0255/22TEY,AddAlt to Res <= 3 units with OTC,R Addition,Zoning Review,R (d0.6) & R2 Z0.6 (ZZC),Toronto,NA,"To alter the existing two-and-one-half-storey detached dwelling by constructing a rear basement addition, a front basement walkout, a front porch, a rear ground floor deck, a front second floor balcony, a rear two-storey addition, a third-storey addition with a rear balcony, and to demolish the existing detached garage and replace it with a two-car gravel parking pad, abutting the laneway. Also, to permit a total of 4 dwelling units (fourplex) within the existing altered dwelling.","Jun 8, 2022",9:30 a.m.,Virtual Hearing,Approved,NA,"Jun 28, 2022",NA,NA,NA,NA,TLAB Appeal
1866950,5065387,CO,2022-03-01,Toronto East York,11,5 A,THORNWOOD,RD, ,M4W,B0045/22TEY,NA,Lot Addition,Zoning Waiver,"RD (f15, d0.6, x1435)",Toronto,NA,To obtain consent to sever a portion of the property for the purpose of a lot addition.,"Jan 18, 2023",N/A,Virtual Hearing,Approved,NA,"Feb 13, 2023",NA,NA,NA,"Jan 24, 2024",Conditional Consent
1866951,5065660,MV,2022-03-01,Toronto East York,12,80,FOREST HILL,RD, ,M4V,A0277/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f12.0; d0.35) (x961)(ZZC),Toronto,NA,"To construct a new three-storey detached dwelling with a covered front porch, on the increased sized lot (Parts 2 and 3) described in Consent Application B0019/22TEY. ","Aug 17, 2022",9:30 a.m.,Virtual Hearing,Refused,NA,"Sep 6, 2022",NA,NA,NA,NA,TLAB Appeal
1866952,5065692,MV,2022-03-01,Toronto East York,12,82,FOREST HILL,RD, ,M4V,A0276/22TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f12.0; d0.35) (x961) & R1 Z0.35 (ZZC),Toronto,NA,"To construct a new three-storey detached dwelling with a covered front porch, on the reduced sized lot (Part 1), described in Consent Application B0019/22TEY. ","Aug 17, 2022",9:30 a.m.,Virtual Hearing,Refused,NA,"Sep 6, 2022",NA,NA,NA,NA,TLAB Appeal
1866953,5066264,CO,2022-03-02,Toronto East York,12,80,FOREST HILL,RD, ,M4V,B0019/22TEY,NA,Lot Addition,Zoning Review,RD (f12.0; d0.35) (x961)(ZZC),Toronto,NA,To obtain consent to sever a portion of the property for the purpose of a lot addition.,"Aug 17, 2022",N/A,N/A,Refused,NA,"Sep 12, 2022",NA,NA,NA,NA,Accepted
1866954,5067308,MV,2022-03-04,Toronto East York,11,269,EUCLID,AVE, ,M6J,A0283/22TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Waiver,R (d0.6) (Waiver),Toronto,NA,"To convert the existing two-storey detached dwelling from one unit into two units by installing a secondary suite within the basement and constructing: a third storey addition with a front third storey balcony, a three-storey rear addition with a rear third storey balcony, a front basement walkout and a new front porch. A new ancillary building (one-storey detached garage) will also be constructed in the rear yard, abutting the laneway.","Jun 8, 2022",3:30 p.m.,Virtual Hearing,Approved,NA,"Jul 28, 2022",NA,NA,NA,NA,TLAB Appeal
1866955,5067377,MV,2022-03-04,Toronto East York,04,127,GLENLAKE,AVE, ,M6P,A0286/22TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (x737) (ZZC),Toronto,NA,"To convert the existing one-storey detached dwelling into a duplex dwelling by constructing a complete second storey addition with first level rear terraces and rooftop terraces (including enclosed staircases to access these terraces). Also, two parking spaces will be located within the integral garages.","Jun 8, 2022",4:30 p.m.,Virtual Hearing,Approved,NA,"Jun 28, 2022",NA,NA,NA,NA,TLAB Appeal
1866956,5068453,MV,2022-03-08,North York,08,12,OTTER,CRES, ,M5N,A0176/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f9.0; a275) (x1463) / R7 [ZZC],North York,NA,To construct a new dwelling.,"May 26, 2022",10:00 a.m.,Virtual Hearing,Approved,NA,"Jun 15, 2022",NA,NA,NA,NA,TLAB Appeal
1866957,5069163,CO,2022-03-09,Toronto East York,12,155,BALLIOL,ST, ,M4S,B0023/22TEY,NA,Sever Lot,Zoning Waiver,R (d2.0) (x917) (Waiver),Toronto,NA,"To obtain consent to sever the lot into two lots and to create new easements/rights-of-way for parking and vehicle access, as well as a dog walk area.","Jan 18, 2023",2:00 p.m.,Virtual Hearing,Approved,NA,"Feb 13, 2023",NA,NA,NA,"Jan 24, 2024",Conditional Consent
1866958,5070282,MV,2022-03-11,North York,15,4,CHIPSTEAD,RD, ,M3B,A0187/22NY,New Res dwellings <= 3 units,New R Building,Zoning Waiver,RD (f15.0; a550) (x5)[ZW],North York,NA,Proposal to construct a new dwelling.,"May 26, 2022",2:00 p.m.,Virtual Hearing,Approved,NA,"Jun 15, 2022",NA,NA,NA,NA,TLAB Appeal
1866959,5070458,CO,2022-03-11,Etobicoke York,03,10,CAVELL,AVE, ,M8V,B0015/22EYK,NA,Lot Addition,Zoning Review,RM (ZR),NA,NA,To obtain consent to sever the lot for a purpose of a lot addition and to create an easement/right-of-way.,"Mar 28, 2024",n/a,n/a,Approved,NA,"Apr 25, 2024",NA,NA,NA,"Apr 05, 2025",Conditional Consent
1866960,5070539,MV,2022-03-11,North York,18,195,KINGSDALE,AVE, ,M2N,A0194/22NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f15.0; a550) (x5) [ZZC],North York,NA,Proposal to construct a new single family dwelling with integral garage.,"May 26, 2022",2:00 p.m.,Virtual Hearing,Approved,NA,"Jun 15, 2022",NA,NA,NA,NA,Await Expiry Date
